ref_key,title,abstract_text,source,word_count,extraction_date
REF_025,Usable knowledge: Social science and social problem solving (Vol,"Previous article Next article Bounds on Multiprocessing Timing AnomaliesR. L. GrahamR. L. Grahamhttps://doi.org/10.1137/0117039PDFBibTexSections ToolsAdd to favoritesExport CitationTrack CitationsEmail SectionsAbout[1] E. F. Codd, Multiprogram scheduling. I, II. Introduction and theory, Comm. ACM, 3 (1960), 347–350 10.1145/367297.367317 MR0130079 0102.34202 CrossrefISIGoogle Scholar[2] R. L. Graham, Bounds for certain multiprocessing anomalies, Bell System Tech. J., 45 (1966), 1563–1581 0168.40703 CrossrefISIGoogle Scholar[3] J. Heller, Sequencing aspects of multiprogramming, J. Assoc. Comput. Mach., 8 (1961), 426–439 MR0159443 CrossrefGoogle Scholar[4] John L. Kelley, General topology, D. Van Nostrand Company, Inc., Toronto-New York-London, 1955xiv+298 MR0070144 0066.16604 Google Scholar[5] B. Liebesman, The use of a special algebra in schedule analysis, to appear Google Scholar[6] G. K. Manacher, Production and stabilization of real-time task schedules, J. Assoc. Comput. Mach., 14 (1967), 439–465 CrossrefISIGoogle Scholar[7] B. P. Ochsner, Controlling a multiprocessor system, Record, 44, Bell Laboratories, 1966, pp. 59–62 Google Scholar[8] P. Richards, Parallel programming, Rep., TD-B60-27, Technical Operations Inc., 1960 Google Scholar[9] M. Rothkopf, Scheduling independent tasks on one or more processors, Interim Tech. Rep., 2, Operations Research Center, M.I.T., Cambridge, 1964 Google Scholar Previous article Next article FiguresRelatedReferencesCited ByDetails DAG Scheduling and Analysis on Multi-Core Systems by Modelling Parallelism and DependencyIEEE Transactions on Parallel and Distributed Systems, Vol. 33, No. 12 | 1 Dec 2022 Cross Ref The BH-mixed scheduling algorithm for DAG tasks with constrained deadlinesJournal of Systems Architecture, Vol. 131 | 1 Oct 2022 Cross Ref Streaming algorithms for multitasking scheduling with shared processingDiscrete Applied Mathematics, Vol. 320 | 1 Oct 2022 Cross Ref Checkpointing Workflows à la Young/Daly Is Not Good EnoughACM Transactions on Parallel Computing, Vol. 25 | 2 September 2022 Cross Ref Parallel Machine Scheduling Under Uncertainty: Models and Exact AlgorithmsINFORMS Journal on Computing, Vol. 68 | 17 August 2022 Cross Ref EasyFL: A Low-Code Federated Learning Platform for DummiesIEEE Internet of Things Journal, Vol. 9, No. 15 | 1 Aug 2022 Cross Ref Demand-Aware Network Design With Minimal Congestion and Route LengthsIEEE/ACM Transactions on Networking, Vol. 30, No. 4 | 1 Aug 2022 Cross Ref Speed scaling scheduling of multiprocessor jobs with energy constraint and makespan criterionJournal of Global Optimization, Vol. 83, No. 3 | 26 November 2021 Cross Ref An Efficient Parallel Algorithm for Detecting Packet Filter ConflictsAlgorithms, Vol. 15, No. 7 | 7 July 2022 Cross Ref A two-stage genetic programming framework for Stochastic Resource Constrained Multi-Project Scheduling Problem under New Project InsertionsApplied Soft Computing, Vol. 124 | 1 Jul 2022 Cross Ref Minimizing makespan on parallel batch processing machines with two-dimensional rectangular jobsComputers & Industrial Engineering, Vol. 169 | 1 Jul 2022 Cross Ref Joinable Parallel Balanced Binary TreesACM Transactions on Parallel Computing, Vol. 9, No. 2 | 30 Jun 2022 Cross Ref Work-conserving disciplines are asymptotic optimal in completion time minimizationIISE Transactions, Vol. 43 | 30 June 2022 Cross Ref Tight approximation bounds for the LPT rule applied to identical parallel machines with small jobsJournal of Scheduling, Vol. 1 | 28 June 2022 Cross Ref A novel genetic algorithm based system for the scheduling of medical treatmentsExpert Systems with Applications, Vol. 195 | 1 Jun 2022 Cross Ref Bounding the execution time of parallel applications on unrelated multiprocessorsReal-Time Systems, Vol. 58, No. 2 | 21 October 2021 Cross Ref Approximation algorithms for bicriteria scheduling problems on identical parallel machines for makespan and total completion timeEuropean Journal of Operational Research, Vol. 52 | 1 Jun 2022 Cross Ref The fellowship of the Dyson ring: ACT&Friends’ results and methods for GTOC 11Acta Astronautica, Vol. 8 | 1 Jun 2022 Cross Ref Efficient Simulation of 3D Reaction-Diffusion in Models of Neurons and NetworksFrontiers in Neuroinformatics, Vol. 16 | 17 May 2022 Cross Ref Malleable scheduling beyond identical machinesJournal of Scheduling, Vol. 12 | 11 May 2022 Cross Ref Faster Minimization of Tardy Processing Time on a Single MachineAlgorithmica, Vol. 84, No. 5 | 27 January 2022 Cross Ref Guaranteeing Safety Despite Physical Errors in Cyber-Physical Systems2022 IEEE 28th Real-Time and Embedded Technology and Applications Symposium (RTAS) | 1 May 2022 Cross Ref Minimizing DAG Utilization by Exploiting SMT2022 IEEE 28th Real-Time and Embedded Technology and Applications Symposium (RTAS) | 1 May 2022 Cross Ref Response time analysis of parallel tasks on accelerator-based heterogeneous platformsJournal of Systems Architecture, Vol. 126 | 1 May 2022 Cross Ref Out-of-Core Edge Partitioning at Linear Run-Time2022 IEEE 38th International Conference on Data Engineering (ICDE) | 1 May 2022 Cross Ref Variable neighbourhood search for job scheduling with position-dependent deteriorating processing timesJournal of the Operational Research Society, Vol. 131 | 26 April 2022 Cross Ref On the Evaluation of the Ambulance Capacity of the Asian Side of Istanbul in the Case of a Serious EarthquakeDisaster Medicine and Public Health Preparedness, Vol. 16, No. 2 | 27 October 2020 Cross Ref An adaptive self‐scheduling loop schedulerConcurrency and Computation: Practice and Experience, Vol. 34, No. 6 | 2 December 2021 Cross Ref Semi-online scheduling: A surveyComputers & Operations Research, Vol. 139 | 1 Mar 2022 Cross Ref Multi-station test scheduling optimization method for industrial robot servo systemJournal of Ambient Intelligence and Humanized Computing, Vol. 13, No. 3 | 15 October 2020 Cross Ref Computing exact WCRT for typed DAG tasks on heterogeneous multi-core processorsJournal of Systems Architecture, Vol. 124 | 1 Mar 2022 Cross Ref Effects of Continuous vs Discrete Frequency Scaling and Core Allocation on Energy Efficiency of Static Schedules for Moldable TasksParallel Processing Letters, Vol. 32, No. 01n02 | 10 December 2021 Cross Ref Single-machine scheduling with machine unavailability periods and resource dependent processing timesEuropean Journal of Operational Research, Vol. 296, No. 2 | 1 Jan 2022 Cross Ref The Piggyback Transportation Problem: Transporting drones launched from a flying warehouseEuropean Journal of Operational Research, Vol. 296, No. 2 | 1 Jan 2022 Cross Ref A Combinatorial 2-Approximation Algorithm for the Parallel-Machine Scheduling with Release Times and Submodular PenaltiesMathematics, Vol. 10, No. 1 | 25 December 2021 Cross Ref Scheduling of Real-Time Tasks With Multiple Critical Sections in Multiprocessor SystemsIEEE Transactions on Computers, Vol. 71, No. 1 | 1 Jan 2022 Cross Ref Noncooperative Supply Chain SchedulingSupply Chain Scheduling | 20 October 2021 Cross Ref Saving power in disks, flash memories, and serversStorage Systems | 1 Jan 2022 Cross Ref BibliographyStorage Systems | 1 Jan 2022 Cross Ref A 2-Competitive Largest Job on Least Loaded Machine Online Algorithm Based on the Multi List Scheduling ModelProceedings of the Seventh International Conference on Mathematics and Computing | 6 March 2022 Cross Ref New Results on Competitive Analysis of Online SRPT SchedulingProceedings of the Seventh International Conference on Mathematics and Computing | 6 March 2022 Cross Ref Scheduling K-mers Counting in a Distributed EnvironmentOptimization in Artificial Intelligence and Data Sciences | 2 March 2022 Cross Ref A Parallel Algorithm for GAC Filtering of the Alldifferent ConstraintIntegration of Constraint Programming, Artificial Intelligence, and Operations Research | 10 June 2022 Cross Ref Exploring Scheduling Algorithms for Parallel Task Graphs: A Modern Game Engine Case StudyEuro-Par 2022: Parallel Processing | 1 August 2022 Cross Ref Approximation Schemes for Machine SchedulingOperations Research Proceedings 2021 | 30 August 2022 Cross Ref Approximation Scheme for Single-Machine Rescheduling with Job Delay and RejectionAlgorithmic Aspects in Information and Management | 18 September 2022 Cross Ref The Constrained Parallel-Machine Scheduling Problem with Divisible Processing Times and PenaltiesAlgorithmic Aspects in Information and Management | 18 September 2022 Cross Ref PathTracer: Understanding Response Time of Signal Processing Applications on Heterogeneous MPSoCsACM Transactions on Modeling and Performance Evaluation of Computing Systems, Vol. 6, No. 4 | 31 Dec 2021 Cross Ref Energy-efficient scheduling: classification, bounds, and algorithmsSādhanā, Vol. 46, No. 1 | 26 February 2021 Cross Ref A heuristic algorithm for identical parallel machine scheduling: splitting jobs, sequence-dependent setup times, and limited setup operatorsFlexible Services and Manufacturing Journal, Vol. 33, No. 4 | 28 November 2020 Cross Ref Improved scalability of demand-aware datacenter topologies with minimal route lengths and congestionPerformance Evaluation, Vol. 152 | 1 Dec 2021 Cross Ref Online Makespan Scheduling with Job Migration on Uniform MachinesAlgorithmica, Vol. 83, No. 12 | 19 August 2021 Cross Ref Opportunistic Overlapping: Joint scheduling of uplink URLLC/eMBB traffic in NOMA based Wireless Systems2021 19th International Symposium on Modeling and Optimization in Mobile, Ad hoc, and Wireless Networks (WiOpt) | 18 Oct 2021 Cross Ref A note on labeling methods to schedule unit execution time tasks in the presence of delayed precedence constraintsJournal of Parallel and Distributed Computing, Vol. 156 | 1 Oct 2021 Cross Ref Bounding schemes for the parallel machine scheduling problem with DeJong's learning effectJournal of Parallel and Distributed Computing, Vol. 156 | 1 Oct 2021 Cross Ref Mixed-Cell-Height Detailed Placement Considering Complex Minimum-Implant-Area ConstraintsIEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems, Vol. 40, No. 10 | 1 Oct 2021 Cross Ref Simulation-based priority rules for the stochastic resource-constrained net present value and risk problemComputers & Industrial Engineering, Vol. 160 | 1 Oct 2021 Cross Ref Cost-adaptive multi-class multicast service aggregation based on distributed sub-trees in elastic optical data center networksOptical Fiber Technology, Vol. 66 | 1 Oct 2021 Cross Ref Delay and Cost Optimization in Computational Offloading Systems with Unknown Task Processing TimesIEEE Transactions on Cloud Computing, Vol. 9, No. 4 | 1 Oct 2021 Cross Ref Lap: A latency‐aware parallelism framework for content‐based publish/subscribe systemsConcurrency and Computation: Practice and Experience, Vol. 35 | 21 September 2021 Cross Ref Improved co-scheduling of multi-layer printing path scanning for collaborative additive manufacturingIISE Transactions, Vol. 53, No. 9 | 17 September 2020 Cross Ref Approximation algorithms for makespan minimization on identical parallel machines under resource constraintsJournal of the Operational Research Society, Vol. 72, No. 9 | 23 June 2020 Cross Ref Best Fit Bin Packing with Random Order RevisitedAlgorithmica, Vol. 83, No. 9 | 1 July 2021 Cross Ref Approximation algorithms for the multiprocessor scheduling with submodular penaltiesOptimization Letters, Vol. 15, No. 6 | 20 March 2021 Cross Ref An improved parametric algorithm on two-machine scheduling with given lower and upper bounds for the total processing timeTheoretical Computer Science, Vol. 880 | 1 Aug 2021 Cross Ref Greedy is Optimal for Online Restricted Assignment and Smart Grid Scheduling for Unit Size JobsTheory of Computing Systems, Vol. 65, No. 6 | 8 April 2021 Cross Ref Single Machine Vector Scheduling with General PenaltiesMathematics, Vol. 9, No. 16 | 17 August 2021 Cross Ref A Survey on Problem Formulations and (Meta)Heuristic-Based Solutions in Automated Assembly of Parallel Test FormsInternational Journal of Software Engineering and Knowledge Engineering, Vol. 31, No. 08 | 14 September 2021 Cross Ref Timing-Anomaly Free Dynamic Scheduling of Periodic DAG Tasks with Non-Preemptive Nodes2021 IEEE 27th International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA) | 1 Aug 2021 Cross Ref Graph-Based Optimizations for Multiprocessor Nested Resource Sharing2021 IEEE 27th International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA) | 1 Aug 2021 Cross Ref Greedy Successive Relaying for the Multicarrier Diamond Relay Channel2021 National Conference on Communications (NCC) | 27 Jul 2021 Cross Ref Buffer minimization with conflicts on a lineTheoretical Computer Science, Vol. 876 | 1 Jul 2021 Cross Ref ARTful: A model for user‐defined schedulers targeting multiple high‐performance computing runtime systemsSoftware: Practice and Experience, Vol. 51, No. 7 | 4 April 2021 Cross Ref In-Memory Interval JoinsThe VLDB Journal, Vol. 30, No. 4 | 8 April 2021 Cross Ref Efficient Pre-Solve Algorithms for the Schwerin and Falkenauer_U Bin Packing Benchmark Problems for Getting Optimal Solutions with High ProbabilityMathematics, Vol. 9, No. 13 | 1 July 2021 Cross Ref Teaching Complex Scheduling Algorithms2021 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW) | 1 Jun 2021 Cross Ref Makespan minimization with OR-precedence constraintsJournal of Scheduling, Vol. 24, No. 3 | 29 May 2021 Cross Ref Implementing synchronous reactive components upon multiprocessor platformsJournal of Systems Architecture, Vol. 116 | 1 Jun 2021 Cross Ref Offline preemptive bottom left decreasing height scheduling of power loads in smart gridsEnergy Systems, Vol. 9 | 31 May 2021 Cross Ref Disruption-Free Load Balancing for Aerial Access NetworkWireless Communications and Mobile Computing, Vol. 2021 | 23 May 2021 Cross Ref K‐ear: Extracting data access periodic characteristics for energy‐aware data clustering and storing in cloud storage systemsConcurrency and Computation: Practice and Experience, Vol. 33, No. 9 | 30 November 2020 Cross Ref Absolute bounds of list algorithms for parallel machines scheduling with unavailability periodsInternational Transactions in Operational Research, Vol. 28, No. 3 | 30 August 2018 Cross Ref Argus: Efficient Job Scheduling in RDMA-assisted Big Data Processing2021 IEEE International Parallel and Distributed Processing Symposium (IPDPS) | 1 May 2021 Cross Ref Iterative job splitting algorithms for parallel machine scheduling with job splitting and setup resource constraintsJournal of the Operational Research Society, Vol. 72, No. 4 | 6 February 2020 Cross Ref Ideal schedules in parallel machine settingsEuropean Journal of Operational Research, Vol. 290, No. 2 | 1 Apr 2021 Cross Ref Exact lexicographic scheduling and approximate reschedulingEuropean Journal of Operational Research, Vol. 290, No. 2 | 1 Apr 2021 Cross Ref Approximate and robust bounded job start scheduling for Royal Mail delivery officesJournal of Scheduling, Vol. 24, No. 2 | 21 March 2021 Cross Ref Two-Aggregator Topology Optimization Using Single Paths in Data Center NetworksIEEE Transactions on Cloud Computing, Vol. 9, No. 2 | 1 Apr 2021 Cross Ref Continuously Bulk Loading over Range Partitioned Tables for Large Scale Historical Data2021 IEEE 37th International Conference on Data Engineering (ICDE) | 1 Apr 2021 Cross Ref Automatic detection of the best performing priority rule for the resource-constrained project scheduling problemExpert Systems with Applications, Vol. 167 | 1 Apr 2021 Cross Ref A hyper-heuristic based ensemble genetic programming approach for stochastic resource constrained project scheduling problemExpert Systems with Applications, Vol. 167 | 1 Apr 2021 Cross Ref Relative Worst-order AnalysisACM Computing Surveys, Vol. 54, No. 1 | 1 Apr 2021 Cross Ref A mixed-integer linear programming model to solve the Multidimensional Multi-Way Number Partitioning ProblemComputers & Operations Research, Vol. 127 | 1 Mar 2021 Cross Ref Capacity Approaching Low Density Spreading in Uplink NOMA via Asymptotic AnalysisIEEE Transactions on Communications, Vol. 69, No. 3 | 1 Mar 2021 Cross Ref Maximin share guarantee for goods with positive externalitiesSocial Choice and Welfare, Vol. 56, No. 2 | 27 August 2020 Cross Ref Scheduling uniform parallel dedicated machines with job splitting, sequence-dependent setup times, and multiple serversComputers & Operations Research, Vol. 126 | 1 Feb 2021 Cross Ref Efficient Hybrid Density Functional Calculations for Large Periodic Systems Using Numerical Atomic OrbitalsJournal of Chemical Theory and Computation, Vol. 17, No. 1 | 14 December 2020 Cross Ref Mixed coordination mechanisms for scheduling games on hierarchical machinesInternational Transactions in Operational Research, Vol. 28, No. 1 | 25 May 2018 Cross Ref Integrated Scheduling of Tasks and Preventive Maintenance Periods in a Parallel Machine Environment With Single Robot ServerIEEE Access, Vol. 9 | 1 Jan 2021 Cross Ref Scheduling ortsfester GebrauchsfaktorenProduktionstheorie 4 | 17 May 2021 Cross Ref Schedule Explainer: An Argumentation-Supported Tool for Interactive Explanations in Makespan SchedulingExplainable and Transparent AI and Multi-Agent Systems | 17 July 2021 Cross Ref Update on the Asymptotic Optimality of LPTEuro-Par 2021: Parallel Processing | 25 August 2021 Cross Ref A Log-Linear $$(2 +5/6)$$-Approximation Algorithm for Parallel Machine Scheduling with a Single Orthogonal ResourceEuro-Par 2021: Parallel Processing | 25 August 2021 Cross Ref Scheduling with Testing on Multiple Identical Parallel MachinesAlgorithms and Data Structures | 31 July 2021 Cross Ref A Fluid Scheduling Algorithm for DAG Tasks with Constrained or Arbitrary DeadlinesIEEE Transactions on Computers | 1 Jan 2021 Cross Ref Improved MapReduce Load Balancing through Distribution-Dependent Hash Function Optimization2020 IEEE 26th International Conference on Parallel and Distributed Systems (ICPADS) | 1 Dec 2020 Cross Ref An exact algorithm for identical parallel machine scheduling under scenarios2020 3rd World Conference on Mechanical Engineering and Intelligent Manufacturing (WCMEIM) | 1 Dec 2020 Cross Ref Vector scheduling with rejection on two machinesInternational Journal of Computer Mathematics, Vol. 97, No. 12 | 9 January 2020 Cross Ref Anomalies in Special Permutation Flow Shop Scheduling ProblemsChinese Journal of Mechanical Engineering, Vol. 33, No. 1 | 9 June 2020 Cross Ref DAG Scheduling and Analysis on Multiprocessor Systems: Exploitation of Parallelism and Dependency2020 IEEE Real-Time Systems Symposium (RTSS) | 1 Dec 2020 Cross Ref High-performance computing under availability constraints to solve dense triangular system2020 5th International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications (CloudTech) | 24 Nov 2020 Cross Ref Adversarial Attacks in a Deep Reinforcement Learning based Cluster Scheduler2020 28th International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems (MASCOTS) | 17 Nov 2020 Cross Ref Fast load balance parallel graph analytics with an automatic graph data structure selection algorithmFuture Generation Computer Systems, Vol. 112 | 1 Nov 2020 Cross Ref Influential nodes selection to enhance data dissemination in A of Network and Computer Applications, Vol. 169 | 1 Nov 2020 Cross Ref Scheduling jobs with and delivery on identical parallel batch Computer Science, Vol. | 1 Nov 2020 Cross Ref A of optimal multiprocessor schedules and of Combinatorial Optimization, Vol. 40, No. 4 | 12 August 2020 Cross Ref Scheduling on with IEEE Symposium on of Computer | 1 Nov 2020 Cross Ref the for Makespan Scheduling via of Operations Research, Vol. No. 4 | 1 Nov 2020 Cross Ref Parallel of with Parallel for IEEE International Conference on Systems, and | 11 Oct 2020 Cross Ref A approximation framework for and resource Journal of Operational Research, Vol. No. 1 | 1 Oct 2020 Cross Ref Approximation Algorithms for the Submodular Load Balancing with Submodular PenaltiesMathematics, Vol. No. 10 | 15 October 2020 Cross Ref Real-Time Scheduling and Analysis of DAG Tasks Nested Transactions on Computers, Vol. 69, No. 9 | 1 2020 Cross Ref Efficient Federated Scheduling for Parallel Real-Time IEEE 26th International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA) | 1 Aug 2020 Cross Ref On the Asymptotic Optimality of in Time International Conference on Computer Communications and Networks | 1 Aug 2020 Cross Ref Approximation for Scheduling on Parallel with or Problems New Applications and | 8 July 2020 Cross Ref Research on and for the of Job Shop Scheduling Problems in Engineering, Vol. 2020 | 6 Jul 2020 Cross Ref Scheduling on of Computing Surveys, Vol. 53, No. 3 | 5 Jul 2020 Cross Ref Scheduling for the Algorithms and IEEE Symposium on Computers and Communications | 1 Jul 2020 Cross Ref Scheduling MapReduce on Identical and of Computing Systems, Vol. No. 5 | 29 November Cross Ref Optimal scheduling of parallel real-time Systems, Vol. 56, No. 3 | 29 March 2020 Cross Ref On of Transactions on the Vol. No. 3 | 21 Jun 2020 Cross Ref Exact and heuristic algorithms for scheduling on two identical machines with & Industrial Engineering, Vol. | 1 Jun 2020 Cross Ref A genetic algorithm for Management Science, Vol. No. 2 | 27 March Cross Ref Resource Allocation in Low Density Spreading Uplink NOMA via Asymptotic IEEE International Symposium on Information Theory | 1 Jun 2020 Cross Ref Dynamic with Minimal of the on and Analysis of Computing Systems, Vol. No. 1 | 27 May 2020 Cross Ref On scheduling multiple two-stage Computer Science, Vol. | 1 May 2020 Cross Ref Real-Time scheduling and analysis of parallel tasks on heterogeneous of Systems Architecture, Vol. | 1 May 2020 Cross Ref for to for Packing in Transactions on Computer-Aided Design of Integrated Circuits and Systems, Vol. No. 5 | 1 May 2020 Cross Ref The Efficient Multiprocessor of IEEE International Symposium on Real-Time Distributed Computing | 1 May 2020 Cross Ref Data Services for High Energy International Symposium on Cloud and Internet Computing | 1 May 2020 Cross Ref Analysis of a List Scheduling Algorithm for Task on of IEEE International Parallel and Distributed Processing Symposium (IPDPS) | 1 May 2020 Cross Ref On the of DAG Scheduling in Multiprocessor IEEE International Parallel and Distributed Processing Symposium (IPDPS) | 1 May 2020 Cross Ref Joint Task Scheduling and Management in IEEE International Parallel and Distributed Processing Symposium (IPDPS) | 1 May 2020 Cross Ref Machine scheduling with precedence Journal of Operational Research, Vol. No. 2 | 1 Apr 2020 Cross Ref of Parallel and Distributed Computing, Vol. | 1 Apr 2020 Cross Ref The Processing Time rule for identical parallel machines of Scheduling, Vol. No. 2 | 18 December 2018 Cross Ref of for task on machinesJournal of Combinatorial Optimization, Vol. | 6 March 2020 Cross Ref Transactions on Vol. 16, No. 1 | 5 Mar 2020 Cross Ref Improved approximation algorithms for two-stage scheduling Computer Science, Vol. | 1 Feb 2020 Cross Ref for Mixed Vol. No. 1 | 15 May Cross Ref A of of scheduling: and of Scheduling, Vol. No. 1 | 28 January 2020 Cross Ref A for Proceedings in Computer Science, Vol. | 20 January 2020 Cross Ref Makespan for Software Testing Under in of Computer Systems and Networks | 12 May Cross Ref Approximation algorithms for & Chemical Engineering, Vol. | 1 Jan 2020 Cross Ref Single with Time for Parallel Task Processing with and Unknown Transactions on Parallel and Distributed Systems, Vol. 31, No. 1 | 1 Jan 2020 Cross Ref An Approximation Algorithm for a Task Sequencing and Scheduling Problem a and | 1 Jan 2020 Cross Ref Greedy Is Optimal for Online Restricted Assignment and Smart Grid Scheduling for Unit Size and Online Algorithms | 25 January 2020 Cross Ref A Parallel Tool for the Simulation and Processing and Applied Mathematics | 19 March 2020 Cross Ref Makespan Minimization for Parallel with Energy Optimization Theory and Operations Research | 29 June 2020 Cross Ref Scheduling to Time via Linear Journal on Computing, Vol. No. 4 | 9 April on Hybrid Improved | 3 December 2020 Cross Ref An of a in Multiple Parallelism on Modern Systems | 1 September 2020 Cross Ref Buffer Minimization with on a in | 23 September 2020 Cross Ref Automated Journal of Vol. 24 | 17 Dec Cross Ref Scheduling of Performance Evaluation Vol. No. 2 | 4 Dec Cross Ref Uniform Parallel Machine Scheduling with Job and Vol. No. 24 | 13 December Cross Ref Modeling and Scheduling Problem with Uniform Parallel to Vol. No. 12 | 21 November Cross Ref Real-Time Scheduling of DAG Tasks with Arbitrary Transactions on Design of Systems, Vol. 24, No. 6 | 14 Nov Cross Ref Scheduling parallel identical machines to parallel approximation of Parallel and Distributed Computing, Vol. | 1 Nov Cross Ref scheduling of independent parallel tasks on and multiple processorsJournal of Parallel and Distributed Computing, Vol. | 1 Nov Cross Ref Minimizing machine over of the scheduling problem Computer Science, Vol. | 1 Nov Cross Ref Performance Tasks with for Cloud Data Center Resource Transactions on Parallel and Distributed Systems, Vol. 30, No. 11 | 1 Nov Cross Ref Response Time Bounds for DAG Parallel Tasks on Heterogeneous Transactions on Parallel and Distributed Systems, Vol. 30, No. 11 | 1 Nov Cross Ref The of and for Network of Operations Research, Vol. 44, No. 4 | 1 Nov Cross Ref Timing-Anomaly Free Dynamic Scheduling of DAG Tasks on Multi-Core Transactions on Embedded Computing Systems, Vol. No. | 19 Oct Cross Ref Two-Aggregator Topology Optimization Using Multiple Paths in Data Center NetworksIEEE Transactions on Cloud Computing, Vol. No. 4 | 1 Oct Cross Ref A of parallel machine scheduling with processing of Scheduling, Vol. No. 5 | 25 March Cross Ref on an of Computer Science, Vol. 13, No. 5 | 17 June Cross Ref On for with of the VLDB Vol. 13, No. 2 | 1 Oct Cross Ref Assignment in Real-Time Scheduling of DAG Tasks on Transactions on Parallel and Distributed Systems, Vol. 30, No. 10 | 1 Oct Cross Ref A of the loop schedulerConcurrency and Computation: Practice and Experience, Vol. 31, No. 18 | 1",openalex_search,3943,2026-02-01 11:05:25
REF_026,Knowledge for what: The place of social science in American culture,,book_no_abstract,0,2026-02-01 11:05:25
REF_027,Seeing is believing: The effect of brain images on judgments of scientific reasoning,,not_found,0,2026-02-01 11:05:27
REF_028,Scientific literacy: A conceptual and empirical review,"Content and Language Integrated Learning (CLIL) has gained increased attention as a pedagogical link between conceptual and language development due to the combined demands for STEM competency and multilingual competence. Using empirical studies published, this systematic review investigates whether CLIL improves students' disciplinary vocabulary and scientific literacy in STEM education. Sixty-two studies were found in major databases and coded according to pedagogical, design, and context factors. The results consistently show that CLIL learners outperform their classmates who are not CLIL in terms of conceptual understanding and scientific communication. When training clearly combines language objectives with disciplinary activities like reasoning, debate, and modeling, the biggest advances take place. A deeper conceptual engagement is supported by evidence that suggests multimodal scaffolding, translanguaging techniques, and cognitively productive classroom discourse reduce the risk of cognitive overload. Uneven resource access and a lack of teacher experience with dual-focus design, on the other hand, continue to be obstacles. According to the review's findings, CLIL can effectively promote scientific literacy when language is viewed as a cognitive tool for disciplinary thinking rather than just a teaching medium. A reporting checklist and a scaffolded CLIL-STEM framework are suggested to direct further study and application. The implications for curriculum development, teacher preparation, and educational policy that aim to promote integrated literacy in science are examined.",semantic_scholar_search,216,2026-02-01 11:05:29
REF_029,"Public understanding of, and attitudes toward, scientific research: What we know and what we need to know","Over the last four decades, a substantial body of national survey material has been collected in the US concerning the public understanding of science and technology. Using this body of research, this analysis outlines the major trends from 1957 to 1999 and discusses their implications for public understanding of, and attitudes toward, scientific research. The analysis found that although the rate of civic scientific literacy in the US is only now approaching 20 percent, there is a strong and continuing public belief in the value of scientific research for economic prosperity and for the quality of life. Even though there are some continuing reservations about the pace of change engendered by science and technology and the relationship between science and faith, the public consistently reconciles these differing perceptions in favor of science.",crossref_api,132,2026-02-01 11:05:30
REF_030,Picture-based persuasion processes and the moderating role of involvement,"Although pictures have been shown to enhance the impact of persuasive communications, little is known about the robustness of such effects. This study examines how involvement moderates the process by which pictures affect brand attitudes and purchase intentions. The results show that involvement's moderating role depends on whether pictures convey product-relevant information. Whereas the impact of affect-laden pictures devoid of product-relevant information declines as involvement increases, involvement exerts the opposite effect for product-relevant pictures. The results also demonstrate that the images evoked by pictures and thoughts about a picture's appropriateness play an important mediating role in the persuasion process underlying peripheral pictures. Coauthors are Sunil Bhatla, Kenneth R. Lord, Peter R. Dickson, and H. Rao Unnava. Copyright 1991 by the University of Chicago.",openalex_doi,123,2026-02-01 11:05:33
REF_031,The effect of on-line consumer reviews on consumer purchasing intention: The moderating role of involvement,"On-line consumer reviews, functioning both as informants and as recommenders, are important in making purchase decisions and for product sales. Their persuasive impact depends on both their quality and their quantity. This paper uses the elaboration likelihood model to explain how level of involvement with a product moderates these relationships. The study produces three major findings: (1) the quality of on-line reviews has a positive effect on consumers&amp;amp;apos; purchasing intention, (2) purchasing intention increases as the number of reviews increases, and (3) low-involvement consumers are affected by the quantity rather than the quality of reviews, but high-involvement consumers are affected by review quantity mainly when the review quality is high. These findings have implications for on-line sellers in terms of how to manage on-line consumer reviews.",openalex_doi,126,2026-02-01 11:05:36
REF_032,Two routes to persuasion: State of the art,,book_no_abstract,0,2026-02-01 11:05:36
REF_033,Source factors and the elaboration likelihood model of persuasion,,not_found,0,2026-02-01 11:05:37
REF_034,The elaboration likelihood model of persuasion,,not_found,0,2026-02-01 11:05:39
REF_035,Attitude change: Multiple roles for persuasion variables,,not_found,0,2026-02-01 11:05:41
REF_036,Sources of method bias in social science research and recommendations on how to control it,"Despite the concern that has been expressed about potential method biases, and the pervasiveness of research settings with the potential to produce them, there is disagreement about whether they really are a problem for researchers in the behavioral sciences. Therefore, the purpose of this review is to explore the current state of knowledge about method biases. First, we explore the meaning of the terms “method” and “method bias” and then we examine whether method biases influence all measures equally. Next, we review the evidence of the effects that method biases have on individual measures and on the covariation between different constructs. Following this, we evaluate the procedural and statistical remedies that have been used to control method biases and provide recommendations for minimizing method bias.",crossref_api,125,2026-02-01 11:05:42
REF_037,Credibility and trust in risk communication,,not_found,0,2026-02-01 11:05:44
